time,DevID,Name,Description,battery_level,co2,humidity,temperature
"2025-11-30T23:30:47.363Z","24E124725E330537","Infirmerie ","Batiment 3",93,378,44.5,16.4
"2025-11-30T23:31:08.692Z","24E124725E338893","Direction - 26","Batiment 3",93,410,48,15.9
"2025-11-30T23:31:09.582Z","24E124725E330011","WC - 12","Batiment 1",93,608,47.5,21.4
"2025-11-30T23:32:18.670Z","24E124725E330668","Sanitaire 23","Batiment 3",98,464,47,15.5
"2025-11-30T23:32:48.511Z","24E124725E338876","Secretariat - 25","Batiment 3",93,463,48,16.4
"2025-11-30T23:33:15.701Z","24E124725E333857","S T P ","Batiment 3",92,501,43.5,17.3
"2025-11-30T23:33:44.953Z","24E124725E336493","Dépot 5","Bâtiment 6",88,361,48.5,15.9
"2025-11-30T23:34:15.528Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,327,43,14.5
"2025-11-30T23:34:36.989Z","24E124725E330652","Gardien - 29","Batiment 3",93,445,38.5,16.7
"2025-11-30T23:34:45.271Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,334,57,14.5
"2025-11-30T23:35:08.702Z","24E124725E339027","Classe 16","Bâtiment 6",86,461,47.5,15.9
"2025-11-30T23:35:09.451Z","24E124725E332014","Degagement - 15","Batiment 3",93,283,48,16.2
"2025-11-30T23:35:37.160Z","24E124725E331454","Cantine","Batiment 1",93,417,40.5,16.9
"2025-11-30T23:35:46.750Z","24E124725E331262","Classe 12","Batiment 5",92,472,53.5,15.7
"2025-11-30T23:36:15.512Z","24E124725E330593","Classe 10","Batiment 5",92,439,51,15.8
"2025-11-30T23:36:46.902Z","24E124725E339012","Conseiller - 18","Batiment 3",93,419,39.5,19.8
"2025-11-30T23:37:14.751Z","24E124725E330145","Reserve - 9 ","Batiment 2",98,536,38.5,20.9
"2025-11-30T23:37:44.661Z","24E124725E331500","Labo - 8","Batiment 1",93,438,35.5,19.4
"2025-11-30T23:38:41.251Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,420,49,15.7
"2025-11-30T23:39:14.269Z","24E124725E330689","Plonge","Batiment 2",98,181,51,13.6
"2025-11-30T23:39:16.320Z","24E124725E331618","Classe 1","Batiment 5",92,452,55.5,16.4
"2025-11-30T23:39:45.533Z","24E124725E331392","Salle des profs","Batiment 3",93,438,45.5,17.2
"2025-11-30T23:40:04.390Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",87,455,51,15.5
"2025-11-30T23:40:08.313Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,248,52,15.1
"2025-11-30T23:40:13.052Z","24E124725E330302","Classe 19","Bâtiment 6",86,491,47,15.6
"2025-11-30T23:40:15.052Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,474,48,15.4
"2025-11-30T23:40:40.590Z","24E124725E331502","WC - 11","Batiment 1",93,429,37,21.6
"2025-11-30T23:40:45.081Z","24E124725E331437","Classe 8","Batiment 5",99,392,50,16.2
"2025-11-30T23:41:12.800Z","24E124725E331504","Préau","Batiment 2",99,303,56.5,12.2
"2025-11-30T23:41:13.431Z","24E124725E331515","Salle de réunion","Batiment 3",95,10000,47,16.3
"2025-11-30T23:41:15.221Z","24E124725E331914","Orientation ","Batiment 3",93,418,50,19
"2025-11-30T23:41:44.637Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,435,47,16.8
"2025-11-30T23:42:41.372Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,488,35,21.7
"2025-11-30T23:42:44.233Z","24E124725E338938","Lingerie ","Batiment 3",93,449,44.5,16.6
"2025-11-30T23:43:15.433Z","24E124725E330658","Classe 30","Batiment 2",98,459,33,22.6
"2025-11-30T23:43:43.920Z","24E124725E332202","Classe 18","Bâtiment 6",86,512,44.5,14
"2025-11-30T23:43:45.590Z","24E124725E333932","Classe 4","Bâtiment 5",91,726,54.5,16.6
"2025-11-30T23:44:16.298Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,451,40.5,18.1
"2025-11-30T23:44:47.398Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,446,54,15.5
"2025-11-30T23:45:12.739Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,271,38,17.8
"2025-11-30T23:45:14.431Z","24E124725E338930","Couloir bureaux","Batiment 3",98,438,41.5,16.7
"2025-11-30T23:45:15.992Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,419,42,15.6
"2025-11-30T23:45:17.713Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,559,56,14.3
"2025-11-30T23:45:44.989Z","24E124725E331967","Classe 23","Bâtiment 6",86,440,53.5,15.3
"2025-11-30T23:46:45.164Z","24E124725E330535","Gestion - 30","Batiment 3",93,531,60.5,15.2
"2025-11-30T23:46:45.560Z","24E124725E331405","Cuisine ","Batiment 2",98,495,39.5,19.1
"2025-11-30T23:46:48.408Z","24E124725E330680","Classe 21","Bâtiment 6",86,570,50,16.2
"2025-11-30T23:47:11.103Z","24E124725E335373","Classe 2","Batiment 5",92,480,55.5,16.9
"2025-11-30T23:48:15.589Z","24E124725E331267","Entrée - 18","Batiment 2",98,514,30,19.5
"2025-11-30T23:48:36.793Z","24E124725E338949","Salle 31 ","Batiment 1",93,485,36.5,18.2
"2025-11-30T23:49:15.991Z","24E124725E330344","Sanitaire 22","Batiment 3",98,395,38,16.1
"2025-11-30T23:49:41.092Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,241,46.5,16.2
"2025-11-30T23:49:47.939Z","24E124725E335870","Classe 13","Batiment 5",91,410,50.5,16.5
"2025-11-30T23:50:07.039Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,355,56.5,13.6
"2025-11-30T23:50:14.438Z","24E124725E331396","Salle 34","Batiment 1",99,404,30.5,25.6
"2025-11-30T23:51:11.758Z","24E124725E331314","Vestiaire 6","Bâtiment 6",87,387,69,15.5
"2025-11-30T23:51:15.200Z","24E124725E331912","Classe 11","Batiment 5",99,431,49.5,16
"2025-11-30T23:52:07.051Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,419,50,15.4
"2025-11-30T23:52:15.204Z","24E124725E331230","Soins","Batiment 3",93,343,45,16.5
"2025-11-30T23:52:44.520Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,47.5,16.7
"2025-11-30T23:52:46.292Z","24E124725E335166","Depot 9","Batiment 5",98,320,56,15.2
"2025-11-30T23:53:45.592Z","24E124725E336069","Salle 33","Batiment 1",93,380,45,15.3
"2025-11-30T23:54:14.089Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,466,47,14.3
"2025-11-30T23:54:39.871Z","24E124725E336091","Salle 32","Batiment 1",93,391,41,15.8
"2025-11-30T23:54:45.629Z","24E124725E336062","Reserve 6","Batiment 2",98,472,25,30.1
"2025-11-30T23:54:46.822Z","24E124725E331398","Labo - 6","Batiment 1",93,385,45,15
"2025-11-30T23:55:12.913Z","24E124725E331960","Classe 22","Bâtiment 6",87,197,52,15.7
"2025-11-30T23:55:13.842Z","24E124725E330736","Salle étude 1","Batiment 8",98,326,59,12.4
"2025-11-30T23:55:16.423Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,499,49.5,17.9
"2025-11-30T23:55:41.803Z","24E124725E330286","Classe 7","Batiment 5",92,370,50,16.8
"2025-11-30T23:55:46.479Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,535,41,18.7
"2025-11-30T23:56:06.860Z","24E124725E331496","Classe 14","Batiment 5",92,468,50,15.9
"2025-11-30T23:56:16.071Z","24E124725E330532","Reserve - 11","Batiment 2",98,382,42.5,17.2
"2025-11-30T23:56:43.009Z","24E124725E330620","Degagement 3 - 2","Batiment 2",98,426,37.5,19.6
"2025-11-30T23:57:16.239Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,434,47.5,16.9
"2025-11-30T23:57:16.312Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,460,39,16.9
"2025-11-30T23:57:17.480Z","24E124725E331183","WC Personnel -- 20","Batiment 2",98,317,47,18.7
"2025-11-30T23:57:46.500Z","24E124725E330953","CDI","Batiment 3",92,461,53.5,16.3
"2025-11-30T23:58:46.540Z","24E124725E331366","Classe 6","Batiment 5",92,388,48,17.1
"2025-11-30T23:58:47.430Z","24E124725E330210","Vie scolaire - 3","Batiment 4",98,534,56.5,14.6
"2025-11-30T23:59:14.571Z","24E124725E331241","Classe 17","Bâtiment 6",87,481,41,17.8
"2025-11-30T23:59:16.404Z","24E124725E331208","Classe 9","Batiment 5",92,488,48.5,17
"2025-11-30T23:59:43.129Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,485,53.5,14.7
"2025-12-01T00:00:19.031Z","24E124725E330429","Labo - 10","Batiment 1",93,316,40.5,17
"2025-12-01T00:00:42.670Z","24E124725E331335","Atelier - 7","Batiment 4",93,332,52.5,14
"2025-12-01T00:00:43.249Z","24E124725E330537","Infirmerie ","Batiment 3",93,382,44.5,16.3
"2025-12-01T00:01:07.830Z","24E124725E338893","Direction - 26","Batiment 3",93,421,47.5,15.9
"2025-12-01T00:01:08.679Z","24E124725E330011","WC - 12","Batiment 1",93,603,47.5,21.3
"2025-12-01T00:02:16.040Z","24E124725E330668","Sanitaire 23","Batiment 3",98,478,46.5,15.5
"2025-12-01T00:02:48.683Z","24E124725E338876","Secretariat - 25","Batiment 3",93,458,47.5,16.4
"2025-12-01T00:03:15.702Z","24E124725E333857","S T P ","Batiment 3",92,492,43.5,17.4
"2025-12-01T00:03:45.819Z","24E124725E336493","Dépot 5","Bâtiment 6",88,436,48.5,15.9
"2025-12-01T00:04:16.013Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,326,43,14.4
"2025-12-01T00:04:35.052Z","24E124725E330652","Gardien - 29","Batiment 3",93,453,38,16.6
"2025-12-01T00:04:46.482Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,334,56.5,14.4
"2025-12-01T00:05:10.722Z","24E124725E339027","Classe 16","Bâtiment 6",86,467,43.5,17.8
"2025-12-01T00:05:36.552Z","24E124725E331454","Cantine","Batiment 1",93,431,39.5,17.2
"2025-12-01T00:05:48.842Z","24E124725E331262","Classe 12","Batiment 5",92,468,53.5,15.7
"2025-12-01T00:06:14.433Z","24E124725E330593","Classe 10","Batiment 5",92,446,50.5,15.8
"2025-12-01T00:06:43.082Z","24E124725E339012","Conseiller - 18","Batiment 3",93,422,39.5,19.7
"2025-12-01T00:07:08.290Z","24E124725E330837","Classe 5","Batiment 5",92,552,52,17.1
"2025-12-01T00:07:16.728Z","24E124725E330145","Reserve - 9 ","Batiment 2",98,526,38.5,20.9
"2025-12-01T00:07:42.233Z","24E124725E331500","Labo - 8","Batiment 1",93,440,35.5,19.3
"2025-12-01T00:08:40.261Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,417,49,15.5
"2025-12-01T00:09:15.460Z","24E124725E331618","Classe 1","Batiment 5",92,460,55,16.4
"2025-12-01T00:09:18.007Z","24E124725E330689","Plonge","Batiment 2",98,191,50.5,13.8
"2025-12-01T00:09:49.101Z","24E124725E331392","Salle des profs","Batiment 3",93,433,45,17.2
"2025-12-01T00:10:05.725Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",87,463,50.5,15.5
"2025-12-01T00:10:09.380Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,262,52,15
"2025-12-01T00:10:15.133Z","24E124725E330302","Classe 19","Bâtiment 6",86,499,46.5,15.5
"2025-12-01T00:10:38.443Z","24E124725E331502","WC - 11","Batiment 1",93,408,36.5,21.5
"2025-12-01T00:10:44.051Z","24E124725E331437","Classe 8","Batiment 5",99,379,49.5,16.2
"2025-12-01T00:11:14.141Z","24E124725E331504","Préau","Batiment 2",99,307,56,12.1
"2025-12-01T00:11:15.082Z","24E124725E331914","Orientation ","Batiment 3",93,413,49.5,19.1
"2025-12-01T00:11:15.639Z","24E124725E331515","Salle de réunion","Batiment 3",95,10000,46.5,16.3
"2025-12-01T00:11:45.480Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,421,47,16.8
"2025-12-01T00:12:41.544Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,478,35,21.7
"2025-12-01T00:12:44.412Z","24E124725E338938","Lingerie ","Batiment 3",93,458,44,16.6
"2025-12-01T00:13:12.541Z","24E124725E330658","Classe 30","Batiment 2",98,471,32.5,22.6
"2025-12-01T00:13:45.563Z","24E124725E333932","Classe 4","Bâtiment 5",91,741,54,16.6
"2025-12-01T00:13:45.851Z","24E124725E332202","Classe 18","Bâtiment 6",86,514,44,13.9
"2025-12-01T00:14:15.959Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,450,40,18.1
"2025-12-01T00:14:47.709Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,450,53.5,15.5
"2025-12-01T00:15:13.651Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,551,55.5,14.2
"2025-12-01T00:15:13.819Z","24E124725E338930","Couloir bureaux","Batiment 3",98,428,41.5,16.7
"2025-12-01T00:15:16.360Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,267,37.5,17.8
"2025-12-01T00:15:16.672Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,406,42.5,15.6
"2025-12-01T00:15:47.380Z","24E124725E331967","Classe 23","Bâtiment 6",86,451,52.5,15.3
"2025-12-01T00:16:42.898Z","24E124725E331405","Cuisine ","Batiment 2",98,488,39.5,19.1
"2025-12-01T00:16:44.734Z","24E124725E330535","Gestion - 30","Batiment 3",93,536,60,15.6
"2025-12-01T00:16:44.810Z","24E124725E330680","Classe 21","Bâtiment 6",86,566,50,16.2
"2025-12-01T00:17:11.002Z","24E124725E335373","Classe 2","Batiment 5",92,487,55,16.9
"2025-12-01T00:18:17.001Z","24E124725E331267","Entrée - 18","Batiment 2",98,488,30,19.5
"2025-12-01T00:18:38.399Z","24E124725E338949","Salle 31 ","Batiment 1",93,491,36,18.2
"2025-12-01T00:19:15.731Z","24E124725E330344","Sanitaire 22","Batiment 3",98,399,37.5,16.1
"2025-12-01T00:19:42.283Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,243,46,16.3
"2025-12-01T00:19:46.161Z","24E124725E335870","Classe 13","Batiment 5",91,407,50,16.5
"2025-12-01T00:20:09.074Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,365,57.5,13
"2025-12-01T00:20:16.011Z","24E124725E331396","Salle 34","Batiment 1",99,408,30,25.6
"2025-12-01T00:21:10.761Z","24E124725E331314","Vestiaire 6","Bâtiment 6",87,377,69,15.4
"2025-12-01T00:21:16.141Z","24E124725E331912","Classe 11","Batiment 5",99,424,49.5,16
"2025-12-01T00:22:08.283Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,414,50,15.4
"2025-12-01T00:22:13.440Z","24E124725E331230","Soins","Batiment 3",93,341,44.5,16.3
"2025-12-01T00:22:44.644Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,47,16.6
"2025-12-01T00:22:44.811Z","24E124725E335166","Depot 9","Batiment 5",98,316,56,15.1
"2025-12-01T00:23:48.672Z","24E124725E336069","Salle 33","Batiment 1",93,375,44.5,15.2
"2025-12-01T00:24:14.501Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,468,47,13.9
"2025-12-01T00:24:39.522Z","24E124725E336091","Salle 32","Batiment 1",93,380,41.5,15.3
"2025-12-01T00:24:44.631Z","24E124725E336062","Reserve 6","Batiment 2",98,470,25,30.1
"2025-12-01T00:24:45.481Z","24E124725E331398","Labo - 6","Batiment 1",93,397,44,15.3
"2025-12-01T00:25:14.078Z","24E124725E330736","Salle étude 1","Batiment 8",98,329,59,12.3
"2025-12-01T00:25:15.326Z","24E124725E331960","Classe 22","Bâtiment 6",87,201,52,15.6
"2025-12-01T00:25:39.502Z","24E124725E330286","Classe 7","Batiment 5",92,367,50,16.8
"2025-12-01T00:25:43.460Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,551,40.5,18.6
"2025-12-01T00:26:06.010Z","24E124725E331496","Classe 14","Batiment 5",92,465,50,15.8
"2025-12-01T00:26:14.819Z","24E124725E330532","Reserve - 11","Batiment 2",98,390,42,17.2
"2025-12-01T00:26:44.200Z","24E124725E330620","Degagement 3 - 2","Batiment 2",98,422,37,19.5
"2025-12-01T00:27:17.569Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,476,39,16.9
"2025-12-01T00:27:46.419Z","24E124725E330953","CDI","Batiment 3",92,456,53,16.6
"2025-12-01T00:28:46.103Z","24E124725E330612","Classe 3","Batiment 5",92,196,47,18
"2025-12-01T00:28:46.179Z","24E124725E331366","Classe 6","Batiment 5",92,404,48,17
"2025-12-01T00:28:47.692Z","24E124725E330210","Vie scolaire - 3","Batiment 4",98,533,56.5,14.3
"2025-12-01T00:29:17.079Z","24E124725E331241","Classe 17","Bâtiment 6",87,486,40,17.8
"2025-12-01T00:29:17.248Z","24E124725E331208","Classe 9","Batiment 5",92,495,48,17
"2025-12-01T00:29:44.612Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,478,53,14.7
"2025-12-01T00:30:16.722Z","24E124725E330429","Labo - 10","Batiment 1",93,303,40,16.9
"2025-12-01T00:30:45.021Z","24E124725E331335","Atelier - 7","Batiment 4",93,322,52.5,13.7
"2025-12-01T00:30:47.083Z","24E124725E330537","Infirmerie ","Batiment 3",93,385,44,16.1
"2025-12-01T00:31:06.112Z","24E124725E330011","WC - 12","Batiment 1",93,605,47,21.3
"2025-12-01T00:31:10.401Z","24E124725E338893","Direction - 26","Batiment 3",93,401,47,15.8
"2025-12-01T00:32:17.402Z","24E124725E330668","Sanitaire 23","Batiment 3",98,459,46,15.4
"2025-12-01T00:32:44.179Z","24E124725E338876","Secretariat - 25","Batiment 3",93,454,47,16.3
"2025-12-01T00:33:15.473Z","24E124725E333857","S T P ","Batiment 3",92,488,42.5,17.4
"2025-12-01T00:33:42.523Z","24E124725E336493","Dépot 5","Bâtiment 6",88,422,48,15.9
"2025-12-01T00:34:14.780Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,330,43,14.3
"2025-12-01T00:34:35.653Z","24E124725E330652","Gardien - 29","Batiment 3",93,456,37.5,16.4
"2025-12-01T00:34:47.003Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,338,56,14.3
"2025-12-01T00:35:07.162Z","24E124725E339027","Classe 16","Bâtiment 6",86,478,41,19.3
"2025-12-01T00:35:09.062Z","24E124725E332014","Degagement - 15","Batiment 3",93,291,46.5,16.4
"2025-12-01T00:35:36.910Z","24E124725E331454","Cantine","Batiment 1",93,431,39,17.3
"2025-12-01T00:35:47.052Z","24E124725E331262","Classe 12","Batiment 5",92,455,53,15.6
"2025-12-01T00:36:12.512Z","24E124725E330593","Classe 10","Batiment 5",92,434,50,15.8
"2025-12-01T00:36:44.730Z","24E124725E339012","Conseiller - 18","Batiment 3",93,421,39,19.7
"2025-12-01T00:37:08.519Z","24E124725E330837","Classe 5","Batiment 5",92,521,52,17
"2025-12-01T00:37:16.970Z","24E124725E330145","Reserve - 9 ","Batiment 2",98,533,39,20.8
"2025-12-01T00:37:47.773Z","24E124725E331500","Labo - 8","Batiment 1",93,448,35,19.3
"2025-12-01T00:38:38.021Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,427,48.5,15.4
"2025-12-01T00:39:13.291Z","24E124725E330689","Plonge","Batiment 2",98,206,50,14.2
"2025-12-01T00:39:19.632Z","24E124725E331618","Classe 1","Batiment 5",92,464,55,16.4
"2025-12-01T00:39:46.522Z","24E124725E331392","Salle des profs","Batiment 3",93,445,44,17.2
"2025-12-01T00:40:06.592Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,240,51.5,15
"2025-12-01T00:40:08.360Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",87,464,50.5,15.4
"2025-12-01T00:40:12.124Z","24E124725E330302","Classe 19","Bâtiment 6",86,486,46.5,15.5
"2025-12-01T00:40:14.441Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,463,47,15.1
"2025-12-01T00:40:38.371Z","24E124725E331502","WC - 11","Batiment 1",93,440,36.5,21.5
"2025-12-01T00:40:44.070Z","24E124725E331437","Classe 8","Batiment 5",99,397,49,16.2
"2025-12-01T00:41:16.392Z","24E124725E331515","Salle de réunion","Batiment 3",95,10000,46,16.3
"2025-12-01T00:41:16.720Z","24E124725E331504","Préau","Batiment 2",99,311,55.5,12
"2025-12-01T00:41:18.000Z","24E124725E331914","Orientation ","Batiment 3",93,419,49.5,19.2
"2025-12-01T00:41:47.323Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,439,46.5,16.7
"2025-12-01T00:42:42.280Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,492,34.5,21.7
"2025-12-01T00:42:42.789Z","24E124725E338938","Lingerie ","Batiment 3",93,464,43.5,16.5
"2025-12-01T00:43:17.140Z","24E124725E330658","Classe 30","Batiment 2",98,469,32.5,22.5
"2025-12-01T00:43:45.000Z","24E124725E332202","Classe 18","Bâtiment 6",86,512,43.5,13.9
"2025-12-01T00:43:47.749Z","24E124725E333932","Classe 4","Bâtiment 5",91,753,54,16.6
"2025-12-01T00:44:16.880Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,466,39.5,18.1
"2025-12-01T00:44:43.420Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,448,53.5,15.4
"2025-12-01T00:45:16.058Z","24E124725E330455","Degagement 4 - 2","Batiment 2",99,266,37.5,17.8
"2025-12-01T00:45:16.350Z","24E124725E338930","Couloir bureaux","Batiment 3",98,445,41,16.7
"2025-12-01T00:45:16.733Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,397,42,15.6
"2025-12-01T00:45:16.930Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,560,55,14.2
"2025-12-01T00:45:43.133Z","24E124725E331967","Classe 23","Bâtiment 6",86,456,51.5,15.6
"2025-12-01T00:46:44.839Z","24E124725E330535","Gestion - 30","Batiment 3",93,539,60,15.9
"2025-12-01T00:46:46.060Z","24E124725E331405","Cuisine ","Batiment 2",98,486,39,19.1
"2025-12-01T00:47:11.302Z","24E124725E335373","Classe 2","Batiment 5",92,477,54.5,16.8
"2025-12-01T00:48:16.961Z","24E124725E331267","Entrée - 18","Batiment 2",98,521,29.5,19.4
"2025-12-01T00:48:36.379Z","24E124725E338949","Salle 31 ","Batiment 1",93,477,36,18.1
"2025-12-01T00:49:13.053Z","24E124725E330344","Sanitaire 22","Batiment 3",98,402,37,16
"2025-12-01T00:49:43.323Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,234,45.5,16.3
"2025-12-01T00:49:48.718Z","24E124725E335870","Classe 13","Batiment 5",91,428,50,16.4
"2025-12-01T00:50:05.703Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,367,58.5,12.4
"2025-12-01T00:50:14.142Z","24E124725E331396","Salle 34","Batiment 1",99,412,30,25.5
"2025-12-01T00:51:09.941Z","24E124725E331314","Vestiaire 6","Bâtiment 6",87,374,69,15.4
"2025-12-01T00:51:16.421Z","24E124725E331912","Classe 11","Batiment 5",99,409,49,15.9
"2025-12-01T00:52:07.909Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,412,49.5,15.3
"2025-12-01T00:52:15.462Z","24E124725E331230","Soins","Batiment 3",93,336,44,16.1
"2025-12-01T00:52:45.331Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,46.5,16.6
"2025-12-01T00:52:45.581Z","24E124725E335166","Depot 9","Batiment 5",98,304,56,15.2
"2025-12-01T00:53:48.042Z","24E124725E336069","Salle 33","Batiment 1",93,375,44.5,15
"2025-12-01T00:54:14.981Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,469,46.5,13.7
"2025-12-01T00:54:42.073Z","24E124725E336091","Salle 32","Batiment 1",93,382,41.5,14.9
"2025-12-01T00:54:43.959Z","24E124725E336062","Reserve 6","Batiment 2",98,475,24.5,30
"2025-12-01T00:54:46.611Z","24E124725E331398","Labo - 6","Batiment 1",93,412,43,15.5
"2025-12-01T00:55:12.841Z","24E124725E330736","Salle étude 1","Batiment 8",98,330,58.5,12.2
"2025-12-01T00:55:14.754Z","24E124725E331960","Classe 22","Bâtiment 6",87,225,51.5,15.6
"2025-12-01T00:55:17.220Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,475,49.5,17.8
"2025-12-01T00:55:38.852Z","24E124725E330286","Classe 7","Batiment 5",92,371,49.5,16.8
"2025-12-01T00:55:45.370Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,544,40,18.6
"2025-12-01T00:56:06.762Z","24E124725E331496","Classe 14","Batiment 5",92,476,49.5,15.7
"2025-12-01T00:56:16.359Z","24E124725E330532","Reserve - 11","Batiment 2",98,391,41.5,17.2
"2025-12-01T00:56:44.091Z","24E124725E330620","Degagement 3 - 2","Batiment 2",98,432,37,19.5
"2025-12-01T00:57:14.499Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,424,47,16.9
"2025-12-01T00:57:16.413Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,478,38.5,16.9
"2025-12-01T00:57:16.672Z","24E124725E331183","WC Personnel -- 20","Batiment 2",98,315,46,18.6
"2025-12-01T00:57:47.430Z","24E124725E330953","CDI","Batiment 3",92,454,52,16.9
"2025-12-01T00:58:44.051Z","24E124725E331366","Classe 6","Batiment 5",92,403,48,17
"2025-12-01T00:58:44.930Z","24E124725E330210","Vie scolaire - 3","Batiment 4",98,544,56.5,14.1
"2025-12-01T00:58:47.311Z","24E124725E330612","Classe 3","Batiment 5",92,211,47,18
"2025-12-01T00:59:14.922Z","24E124725E331208","Classe 9","Batiment 5",92,481,47.5,17.1
"2025-12-01T00:59:47.073Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,487,52.5,14.6
"2025-12-01T01:00:17.321Z","24E124725E330429","Labo - 10","Batiment 1",93,311,39.5,16.8
"2025-12-01T01:00:41.512Z","24E124725E331335","Atelier - 7","Batiment 4",93,330,52.5,13.6
"2025-12-01T01:00:45.292Z","24E124725E330537","Infirmerie ","Batiment 3",93,398,44,16
"2025-12-01T01:01:05.312Z","24E124725E330011","WC - 12","Batiment 1",93,612,47,21.3
"2025-12-01T01:01:08.940Z","24E124725E338893","Direction - 26","Batiment 3",93,402,47,15.8
"2025-12-01T01:02:15.080Z","24E124725E330668","Sanitaire 23","Batiment 3",98,461,45.5,15.4
"2025-12-01T01:02:45.379Z","24E124725E338876","Secretariat - 25","Batiment 3",93,468,47,16.2
"2025-12-01T01:03:15.972Z","24E124725E333857","S T P ","Batiment 3",92,501,42,17.4
"2025-12-01T01:03:44.920Z","24E124725E336493","Dépot 5","Bâtiment 6",88,426,47.5,15.8
"2025-12-01T01:04:15.335Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,323,42,14.1
"2025-12-01T01:04:36.049Z","24E124725E330652","Gardien - 29","Batiment 3",93,458,37,16.4
"2025-12-01T01:04:45.483Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,327,55.5,14.2
"2025-12-01T01:05:09.571Z","24E124725E339027","Classe 16","Bâtiment 6",86,476,39.5,19.8
"2025-12-01T01:05:36.089Z","24E124725E331454","Cantine","Batiment 1",93,428,38.5,17.3
"2025-12-01T01:05:45.306Z","24E124725E331262","Classe 12","Batiment 5",92,455,53,15.6
"2025-12-01T01:06:12.913Z","24E124725E330593","Classe 10","Batiment 5",92,437,50,15.7
